Site Location,Stock Status,Material No.,Category,Description,Long tex
JUR,Available,2015687,Gasket,GASKET;SZ 2 IN;1.5MM THK;150#;FLT RNG;RF,"""TANG"" TYPE B OND PRESSURE_RATING:150# FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21 SIZE:2 IN SPECIAL_FEATURES:(UNION CARBIDE GR GHE OR EQUAL) RF SHORT_NAME:GASKET TYPE:FLAT RING THICKNESS:1.5MM MATERIAL:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL"
JUR,No Stock,2015688,Gasket,GASKET;SZ 3 IN;1.5MM THK;150#;FLT RNG;RF,"SIZE:3 IN SPECIAL_FEATURES:(UNION CARBIDE GR GHE OR EQUAL) SHORT_NAME:GASKET TYPE:FLAT RING THICKNESS:1.5MM MATERIAL:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL ""TANG"" TYPE B OND PRESSURE_RATING:150# FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21"
JUR,Available,2015690,Gasket,GASKET;SZ 6 IN;1.5MM THK;150#;FLT RNG;RF,"SHORT_NAME:GASKET TYPE:FLAT RING THICKNESS:1.5MM MATERIAL:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL ""TANG"" TYPE B OND PRESSURE_RATING:150# FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21 SIZE:6 IN SPECIAL_FEATURES:(UNION CARBIDE GR GHE OR EQUAL)"
JUR,Available,2015692,Gasket,GASKET;SZ 10 IN;1.5MM THK;150#;316 SS;RF,SHORT_NAME:GASKET TYPE:TANG THICKNESS:1.5MM MATERIAL:316 SS SHAPE:FLAT RING PRESSURE_RATING:150# FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21 SIZE:10 IN SPECIAL_FEATURES:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL TANG TYPE BOND FLAT RING FOR RAISED FACE FLANGES. (UNION CARBIDE GR GHE OR EQUAL) ASME B16.5 &amp; ASME B16.21
JUR,No Stock,2015693,Gasket,GASKET;SZ 12 IN;1.5MM THK;150#;316 SS;RF,SHORT_NAME:GASKET TYPE:TANG THICKNESS:1.5MM MATERIAL:316 SS SHAPE:FLAT RING PRESSURE_RATING:150# FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21 SIZE:12 IN SPECIAL_FEATURES:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL TANG TYPE BOND FLAT RING FOR RAISED FACE FLANGES. (UNION CARBIDE GR GHE OR EQUAL) ASME B16.5 &amp; ASME B16.21
JUR,Available,2015698,Gasket,GASKET;SZ 4 IN;1.5MM THK;150#;FLT RNG;RF,"SHORT_NAME:GASKET TYPE:FLAT RING THICKNESS:1.5MM MATERIAL:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL ""TANG"" TYPE B OND PRESSURE_RATING:150# FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21 SIZE:4 IN SPECIAL_FEATURES:(UNION CARBIDE GR GHE OR EQUAL)"
JUR,No Stock,2015706,Gasket,GASKET;SZ 1/2 IN;1.5MM THK;150#;316 SS,SHORT_NAME:GASKET TYPE:TANG THICKNESS:1.5MM MATERIAL:316 SS SHAPE:FLAT RING PRESSURE_RATING:150# FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21 SIZE:1/2 IN SPECIAL_FEATURES:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL TANG TYPE BOND FLAT RING FOR RAISED FACE FLANGES. (UNION CARBIDE GR GHE OR EQUAL) ASME B16.5 &amp; ASME B16.21
JUR,No Stock,2015788,Gasket,GASKET;300#;316 SS;TANG;RF;B16.21,SHORT_NAME:GASKET TYPE:TANG MATERIAL:316 SS PRESSURE_RATING:300# FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.21 SPECIAL_FEATURES:1.1/2 IN300#1.5MM RF.FR FLEXIBLE GRAPHITE LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL TANG TYPE BOND FLAT RING FOR RAISED FACE FLANGES. (UNION CARBIDE GR GHE OR EQUAL) ASME B16.5 &amp; ASME B16.21
JUR,No Stock,2015813,Gasket,GASKET;SZ 2 IN;1.5MM THK;300;FLT RNG;RF,"SHORT_NAME:GASKET TYPE:FLAT RING THICKNESS:1.5MM MATERIAL:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL ""TANG"" TYPE B OND PRESSURE_RATING:300 FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21 SIZE:2 IN SPECIAL_FEATURES:(UNION CARBIDE GR GHE OR EQUAL)"
JUR,No Stock,2015821,Gasket,GASKET;SZ 1 IN;1.5MM THK;300#;FLT RNG;RF,"SHORT_NAME:GASKET TYPE:FLAT RING THICKNESS:1.5MM MATERIAL:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL ""TANG"" TYPE B OND PRESSURE_RATING:300# FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21 SIZE:1 IN SPECIAL_FEATURES:(UNION CARBIDE GR GHE OR EQUAL)"
JUR,No Stock,2015832,Gasket,GASKET;SZ 3 IN;1.5MM THK;300#;FLT RNG;RF,"SHORT_NAME:GASKET TYPE:FLAT RING THICKNESS:1.5MM MATERIAL:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL ""TANG"" TYPE B OND PRESSURE_RATING:300# FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21 SIZE:3 IN SPECIAL_FEATURES:(UNION CARBIDE GR GHE OR EQUAL)"
JUR,No Stock,2015833,Gasket,GASKET;SZ 4 IN;1.5MM THK;300#;FLT RNG;RF,"SHORT_NAME:GASKET TYPE:FLAT RING THICKNESS:1.5MM MATERIAL:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL ""TANG"" TYPE B OND PRESSURE_RATING:300# FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21 SIZE:4 IN SPECIAL_FEATURES:(UNION CARBIDE GR GHE OR EQUAL)"
JUR,No Stock,2015834,Gasket,GASKET;SZ 6 IN;1.5MM THK;300#;FLT RNG;RF,"FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21 SIZE:6 IN SPECIAL_FEATURES:(UNION CARBIDE GR GHE OR EQUAL) SHORT_NAME:GASKET TYPE:FLAT RING THICKNESS:1.5MM MATERIAL:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL ""TANG"" TYPE B OND PRESSURE_RATING:300#"
JUR,No Stock,2015835,Gasket,GASKET;SZ 8 IN;1.5MM THK;300#;FLT RNG;RF,"SHORT_NAME:GASKET TYPE:FLAT RING THICKNESS:1.5MM MATERIAL:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL ""TANG"" TYPE B OND PRESSURE_RATING:300# FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21 SIZE:8 IN SPECIAL_FEATURES:(UNION CARBIDE GR GHE OR EQUAL)"
JUR,No Stock,2015836,Gasket,GASKET;SZ 10 IN;1.5MM THK;300#;316 SS;RF,SHORT_NAME:GASKET TYPE:TANG THICKNESS:1.5MM MATERIAL:316 SS SHAPE:FLAT RING PRESSURE_RATING:300# FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21 SIZE:10 IN SPECIAL_FEATURES:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL TANG TYPE BOND FLAT RING FOR RAISED FACE FLANGES. (UNION CARBIDE GR GHE OR EQUAL) ASME B16.5 &amp; ASME B16.21
JUR,No Stock,2015837,Gasket,GASKET;SZ 12 IN;1.5MM THK;300#;316 SS;RF,SHORT_NAME:GASKET TYPE:TANG THICKNESS:1.5MM MATERIAL:316 SS SHAPE:FLAT RING PRESSURE_RATING:300# FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21 SIZE:12 IN SPECIAL_FEATURES:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL TANG TYPE BOND FLAT RING FOR RAISED FACE FLANGES. (UNION CARBIDE GR GHE OR EQUAL) ASME B16.5 &amp; ASME B16.21
JUR,No Stock,2016267,Gasket,"GASKET,SW;SZ 10 IN;900#;FLEX GRPHT FILL",SHORT_NAME:GASKET SPIRAL WOUND SIZE:10 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:900# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
JUR,No Stock,2016273,Gasket,"GASKET,SW;SZ 1/2 IN;1500#;B16.20",SHORT_NAME:GASKET SPIRAL WOUND SIZE:1/2 IN WINDING_MATERIAL:TYPE 321L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:1500# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG04 SS321W W/INNER RING
JUR,No Stock,2016274,Gasket,"GASKET,SW;SZ 3/4 IN;1500#;B16.20",SHORT_NAME:GASKET SPIRAL WOUND SIZE:3/4 IN WINDING_MATERIAL:TYPE 321L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:1500# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG04 SS321W W/INNER RING
JUR,No Stock,2016477,Gasket,"GASKET,SW;SZ 16 IN;300#;FLEX GRPHT FILL",SHORT_NAME:GASKET SPIRAL WOUND SIZE:16 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
JUR,Available,2016478,Gasket,"GASKET,SW;SZ 2 IN;300#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:2 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
JUR,Available,2016479,Gasket,"GASKET,SW;SZ 3 IN;300#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:3 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
JUR,Available,2016480,Gasket,"GASKET,SW;SZ 4 IN;300#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:4 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
JUR,Available,2016481,Gasket,"GASKET,SW;SZ 6 IN;300#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:6 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
JUR,Available,2016482,Gasket,"GASKET,SW;SZ 8 IN;300#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:8 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
JUR,Available,2016484,Gasket,"GASKET,SW;SZ 12 IN;300#;FLEX GRPHT FILL",SHORT_NAME:GASKET SPIRAL WOUND SIZE:12 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
JUR,Available,2016485,Gasket,"GASKET,SW;SZ 3/4 IN;300#;FLEX GRPHT FILL",SIZE:3/4 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING SHORT_NAME:GASKET SPIRAL WOUND
JUR,No Stock,2016488,Gasket,"GASKET,SW;SZ 24 IN;300#;FLEX GRPHT FILL",SHORT_NAME:GASKET SPIRAL WOUND SIZE:24 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
JUR,Available,2016492,Gasket,"GASKET,SW;SZ 10 IN;300#;FLEX GRPHT FILL",SHORT_NAME:GASKET SPIRAL WOUND SIZE:10 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
JUR,Available,2016500,Gasket,"GASKET,SW;SZ 1.1/2 IN;300#;B16.20",SHORT_NAME:GASKET SPIRAL WOUND SIZE:1.1/2 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
JUR,Available,2016502,Gasket,"GASKET,SW;SZ 1 IN;300#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:1 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
JUR,Available,2016507,Gasket,"GASKET,SW;SZ 1/2 IN;300#;FLEX GRPHT FILL",SHORT_NAME:GASKET SPIRAL WOUND SIZE:1/2 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
JUR,Available,2016544,Gasket,"GASKET,SW;SZ 2 IN;150#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:2 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
JUR,Available,2016545,Gasket,"GASKET,SW;SZ 3 IN;150#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:3 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
JUR,Available,2016547,Gasket,"GASKET,SW;SZ 6 IN;150#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:6 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
JUR,Available,2016548,Gasket,"GASKET,SW;SZ 8 IN;150#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:8 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
JUR,Available,2016550,Gasket,"GASKET,SW;SZ 12 IN;150#;FLEX GRPHT FILL",SHORT_NAME:GASKET SPIRAL WOUND SIZE:12 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
JUR,Available,2016551,Gasket,"GASKET,SW;SZ 3/4 IN;150#;FLEX GRPHT FILL",SHORT_NAME:GASKET SPIRAL WOUND SIZE:3/4 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
JUR,Available,2016552,Gasket,"GASKET,SW;SZ 18 IN;150#;FLEX GRPHT FILL",SHORT_NAME:GASKET SPIRAL WOUND SIZE:18 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
JUR,Available,2016554,Gasket,"24""x150# Leader SRI 316L/316L/FG/CS","24""x150# Leader SRI 316L/316L/FG/CS"
JUR,Available,2016558,Gasket,"GASKET,SW;SZ 10 IN;150#;FLEX GRPHT FILL",SHORT_NAME:GASKET SPIRAL WOUND SIZE:10 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
JUR,Available,2016566,Gasket,"GASKET,SW;SZ 1.1/2 IN;150#;B16.20",GWG01 W/INNER RING SHORT_NAME:GASKET SPIRAL WOUND SIZE:1.1/2 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON
JUR,Available,2016568,Gasket,"GASKET,SW;SZ 1 IN;150#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:1 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
JUR,Available,2016573,Gasket,"GASKET,SW;SZ 1/2 IN;150#;FLEX GRPHT FILL",SHORT_NAME:GASKET SPIRAL WOUND SIZE:1/2 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
JUR,Available,2016581,Gasket,"GASKET,SW;SZ 6 IN;600#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:6 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:600# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
JUR,Available,2016583,Gasket,"GASKET,SW;SZ 10 IN;600#;FLEX GRPHT FILL",SHORT_NAME:GASKET SPIRAL WOUND SIZE:10 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:600# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
JUR,No Stock,2016591,Gasket,"GASKET,SW;SZ 8 IN;600#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:8 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:600# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
JUR,Available,2025012,Fittings,RESPIRATORY PROTECTION;DISPOSBL;N95;8511,SHORT_NAME:RESPIRATORY PROTECTION TYPE:DISPOSABLE FILTER_CLASS:N95 SPECIAL_FEATURES:80 EA/CASE IT IS THE RESPONSIBILITY OF THE REQUESTOR OF THE RESPIRATORS THAT THE RESPIRATORS PURCHASED ARE DISTRIBUTED TO PERSONNEL W/VALID FIT-TEST RESPIRATOR CARDS MANUFACTURER_NAME:3M MANUFACTURER_PART_NUMBER:8511
JUR,No Stock,2025015,Safety,"RESPIRATORY PROTECTION;CATRIDGE,ACID GAS",SHORT_NAME:RESPIRATORY PROTECTION TYPE:CATRIDGE ACID GAS SPECIAL_FEATURES:60 EA/CASE MANUFACTURER_NAME:3M MANUFACTURER_PART_NUMBER:6002
JUR,No Stock,2025016,Safety,RESPIRATORY PROTECTION;6001;3M,SHORT_NAME:RESPIRATORY PROTECTION TYPE:CATRIDGE ORGANIC VAPR SPECIAL_FEATURES:60 EA/CASE MANUFACTURER_NAME:3M MANUFACTURER_PART_NUMBER:6001
JUR,Available,2025017,Safety,RESPIRATORY PROTECTION;3M,SHORT_NAME:RESPIRATORY PROTECTION APPLICATION:FILTER P100 3M 2091 100EA/CASE IT IS THE RESPONSIBILITY OF THE REQUESTOR OF THE RESPIRATORS THAT THE RESPIRATORS PURCHASED ARE DISTRIBUTED TO PERSONNEL W/VALID FIT-TEST RESPIRATOR CARDS MANUFACTURER_NAME:3M
JUR,Available,2025019,Safety,RESPIRATORY PROTECTION;SZ LRGE;3M,SHORT_NAME:RESPIRATORY PROTECTION SIZE:LARGE APPLICATION:FULL-FACEPIECE 3M 6900 4 EA/CASE IT IS THE RESPONSIBILITY OF THE REQUESTOR OF THE RESPIRATORS THAT THE RESPIRATORS PURCHASED ARE DISTRIBUTED TO PERSONNEL W/VALID FIT-TEST RESPIRATOR CARDS MANUFACTURER_NAME:3M
JUR,Available,2025020,Safety,RESPIRATORY PROTECTION;SZ MED;3M,SHORT_NAME:RESPIRATORY PROTECTION SIZE:MEDIUM APPLICATION:FULL-FACEPIECE 3M 6800 4 EA/CASE IT IS THE RESPONSIBILITY OF THE REQUESTOR OF THE RESPIRATORS THAT THE RESPIRATORS PURCHASED ARE DISTRIBUTED TO PERSONNEL W/VALID FIT-TEST RESPIRATOR CARDS MANUFACTURER_NAME:3M
JUR,No Stock,2025021,Safety,RESPIRATORY PROTECTION;SZ SMALL;3M,SHORT_NAME:RESPIRATORY PROTECTION SIZE:SMALL APPLICATION:FULL-FACEPIECE 3M 6700 4 EA/CASE IT IS THE RESPONSIBILITY OF THE REQUESTOR OF THE RESPIRATORS THAT THE RESPIRATORS PURCHASED ARE DISTRIBUTED TO PERSONNEL W/VALID FIT-TEST RESPIRATOR CARDS MANUFACTURER_NAME:3M
JUR,Available,2025022,Safety,RESPIRATORY PROTECTION;HLF-FACEPIECE;3M,SHORT_NAME:RESPIRATORY PROTECTION TYPE:HALF-FACEPIECE SIZE:LARGE*6300 SPECIAL_FEATURES:24 EA/CASE IT IS THE RESPONSIBILITY OF THE REQUESTOR OF THE RESPIRATORS THAT THE RESPIRATORS PURCHASED ARE DISTRIBUTED TO PERSONNEL W/VALID FIT-TEST RESPIRATOR CARDS MANUFACTURER_NAME:3M
JUR,Available,2025023,Fittings,RESPIRATORY PROTECTION;HLF MASK;SZ MED,SHORT_NAME:RESPIRATORY PROTECTION TYPE:HALF MASK SIZE:MEDIUM CONNECTION_TYPE:BAYONET MATERIAL:THERMOPLASTIC ELASTOMER FACEPIECE/HEAD HARNESS HEAD_STRAP_TYPE:DROP DOWN INDUSTRY_STANDARD:NIOSH OSHA 29 CFR 1910.134 SPECIAL_FEATURES:24 EA/CASE IT IS THE RESPONSIBILITY OF THE REQUESTOR OF THE RESPIRATORS THAT THE RESPIRATORS PURCHASED ARE DISTRIBUTED TO PERSONNEL W/VALID FIT-TEST RESPIRATOR CARDS||HALF-FACEPIECE MANUFACTURER_NAME:3M MANUFACTURER_PART_NUMBER:6200
JUR,Available,2025024,Fittings,RESPIRATORY PROTECTION;HLF MASK;SZ SMALL,SHORT_NAME:RESPIRATORY PROTECTION TYPE:HALF MASK SIZE:SMALL CONNECTION_TYPE:BAYONET MATERIAL:THERMOPLASTIC ELASTOMER FACEPIECE/HEAD HARNESS HEAD_STRAP_TYPE:DROP DOWN INDUSTRY_STANDARD:NIOSH OSHA 29 CFR 1910.134 SPECIAL_FEATURES:24 EA/CASE IT IS THE RESPONSIBILITY OF THE REQUESTOR OF THE RESPIRATORS THAT THE RESPIRATORS PURCHASED ARE DISTRIBUTED TO PERSONNEL W/VALID FIT-TEST RESPIRATOR CARDS||HALF-FACEPIECE MANUFACTURER_NAME:3M MANUFACTURER_PART_NUMBER:6100
JUR,Available,2025117,Fittings,RESPIRATORY PROTECTION;3M,SHORT_NAME:RESPIRATORY PROTECTION APPLICATION:CLEANING WIPE 504 500/CASE IT IS THE RESPONSIBILITY OF THE REQUESTOR OF THE RESPIRATORS THAT THE RESPIRATORS PURCHASED ARE DISTRIBUTED TO PERSONNEL W/VALID FIT-TEST RESPIRATOR CARDS MANUFACTURER_NAME:3M
JUR,Available,2033358,Fittings,FORM/PERMIT/CHECKLIST;50 SETS/PAD,SHORT_NAME:FORM/PERMIT/CHECKLIST ITEM_DESCRIPTION:CONFINED SPACE WORK PERMIT TYPE:3 COPIES + BACK PAGE(DOUBLE SIDED PRINTING)+ DAILY LOG + DAILY CHECKLIST + JOB HAZARD CHECKLIST PACKAGE_UNIT:50 SETS/PAD
JUR,Available,2033360,Fittings,FORM/PERMIT/CHECKLIST,SHORT_NAME:FORM/PERMIT/CHECKLIST ITEM_DESCRIPTION:ROAD CLOSURE AUTHORIZATION PACKAGE_UNIT:3 COPIES 50 SETS/PAD
